perturbation_type,noise_snr_db,phase_jitter_sd_deg,realization,angle_count,minimum_angle_deg,maximum_angle_deg,total_angle_span_deg,evaluation_z_mm,method,measurement_ok,peak_x_mm,peak_x_bias_mm,peak_amplitude,background_rms,peak_to_background_db,lateral_fwhm_mm,lateral_width_minus10_db_mm,lateral_width_minus20_db_mm,samples_per_fwhm,grid_spacing_mm,measurement_error
phase,infinity,5.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2601.688232421875,0.14280222583358151,85.21040551710293,0.008978098790253713,0.016958009226688865,0.05600962460860756,22.983932903050405,0.00039062499999998473,
phase,infinity,5.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.054296875,-0.054296875,1348.4041748046875,1.6455839020838037,58.27000116499349,0.16185868834143896,0.21182782693847252,0.290799444261449,414.3582421540999,0.00039062499999998473,
phase,infinity,5.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52996.48046875,577.9568916627475,39.24703164139091,0.22634977757390995,0.28261478012031516,0.4638690763239941,579.4554305892322,0.00039062499999998473,
phase,infinity,5.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2649.636474609375,0.11829933050123395,87.00408013583511,0.009003256919399617,0.017001161538704603,0.056141733936991955,23.04833771366392,0.00039062499999998473,
phase,infinity,5.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.022265625,-0.022265625,596.158203125,1.040962983736621,55.158524755661624,0.20269221130000986,0.25387735488519436,0.33241065548488485,518.8920609280456,0.00039062499999998473,
phase,infinity,5.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52665.65625,593.1321241997573,38.967521079614905,0.22643480012386785,0.2819991865199486,0.3826252229495488,579.6730883171243,0.00039062499999998473,
phase,infinity,5.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2633.091552734375,0.12584402198532701,86.41266739772968,0.009032406712861462,0.017060293396109764,0.05635219553301847,23.122961184926247,0.00039062499999998473,
phase,infinity,5.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.01953125,0.01953125,1738.192626953125,1.8650495855616849,59.388150412783595,0.16317364281840752,0.22031687422290813,0.3174874659324264,417.72452561513956,0.00039062499999998473,
phase,infinity,5.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,53995.0703125,456.7380486931404,41.453738378185676,0.22609634499608866,0.28278177809759,0.5254256956596457,578.8066431900096,0.00039062499999998473,
phase,infinity,5.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2699.56494140625,0.15149600782818456,85.01785181644038,0.008969403304061426,0.01693307658307145,0.05590500577626459,22.961672458398148,0.00039062499999998473,
phase,infinity,5.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.00390625,-0.00390625,409.65869140625,1.8196599933735806,47.04863852978842,0.1534493586278827,0.19216916247519816,0.2545224127492229,392.83035808739504,0.00039062499999998473,
phase,infinity,5.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,55590.15625,502.59971434979946,40.87551314611713,0.22770701365985113,0.28457228731369644,0.5298822628113428,582.9299549692416,0.00039062499999998473,
phase,infinity,5.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2779.303466796875,0.13527788736046706,86.25418313789346,0.0090452784609108,0.01707638870763323,0.056386016508076,23.155912859932553,0.00039062499999998473,
phase,infinity,5.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.06015625,0.06015625,143.40478515625,2.524037290597019,35.08935752443282,0.1317053766940356,0.16715766586704983,0.22970378735697955,337.1657643367443,0.00039062499999998473,
phase,infinity,10.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,51151.23046875,500.6723906661539,40.1860488448973,0.22282620021527955,0.2775990043476847,0.3761267375963111,570.435072551138,0.00039062499999998473,
phase,infinity,10.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2557.3818359375,0.1946469034407832,82.37096154276571,0.008877369262247229,0.0167682550265679,0.0553791032173192,22.726065311353793,0.00039062499999998473,
phase,infinity,10.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.00078125,-0.00078125,301.9736328125,0.7895010332584036,51.652326418910725,0.19229865271974766,0.24148952617823705,0.31608733446587667,492.28455096257323,0.00039062499999998473,
phase,infinity,10.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.00078125,0.00078125,49919.5078125,628.3341800421949,38.00159219323517,0.22040555456253713,0.27441160228250727,0.3665313202406285,564.2382196801171,0.00039062499999998473,
phase,infinity,10.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2495.775634765625,0.26297076521274215,79.54596140890531,0.008784176300377047,0.016593438483998624,0.05481442297800396,22.48749132896612,0.00039062499999998473,
phase,infinity,10.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.0054687500000000005,0.0054687500000000005,226.6962890625,1.8873507057891419,41.59183606139975,0.20171042677680817,0.25162930584202325,0.3269736419218884,516.3786925486492,0.00039062499999998473,
phase,infinity,10.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,55901.55078125,451.8998616738285,41.84763295099166,0.22631442430176205,0.283074577094383,0.526283936323744,579.3649262125335,0.00039062499999998473,
phase,infinity,10.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2794.87548828125,0.15988900192884123,84.85087746584938,0.00897713779038236,0.016946392452624692,0.05594648619269617,22.98147274337974,0.00039062499999998473,
phase,infinity,10.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.030468750000000003,-0.030468750000000003,961.91845703125,0.8340554507681063,61.23886666013908,0.2013265125535657,0.2533088721952811,0.3332632560339144,515.3958721371483,0.00039062499999998473,
phase,infinity,10.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,49197.05859375,670.7986365052932,37.30693933331357,0.21939140098433563,0.2733132160607794,0.37152960395551105,561.6419865199211,0.00039062499999998473,
phase,infinity,10.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2459.685546875,0.31632426645920597,77.81494159235947,0.008726444492542708,0.01648126607493341,0.05444624317967158,22.339697900910206,0.00039062499999998473,
phase,infinity,10.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.06015625,-0.06015625,773.175537109375,1.527287677347353,54.08714513939019,0.20006604051044152,0.24868143628997563,0.3188262418497484,512.1690637067503,0.00039062499999998473,
phase,infinity,10.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52842.58984375,554.9396308082636,39.574767071378865,0.22718268662905855,0.2840189569350443,0.5266949102139424,581.5876777704126,0.00039062499999998473,
phase,infinity,10.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2641.94189453125,0.13825617176961097,85.62477468763234,0.009021368529538984,0.0170324410676816,0.056239940055274204,23.0947034356207,0.00039062499999998473,
phase,infinity,10.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.033203125,-0.033203125,624.607421875,4.61970080636739,42.619865818143566,0.20902470993991884,0.25829151259456967,0.3436248654562406,535.1032574462131,0.00039062499999998473,
phase,infinity,10.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,54256.30078125,572.6430546641743,39.53132364647481,0.2253364541690711,0.2805197828850412,0.37581455831651306,576.8613226728446,0.00039062499999998473,
phase,infinity,10.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2712.618408203125,0.1616740964998492,84.49496523994613,0.008990021393143189,0.01698123964898019,0.056092492387109075,23.014454766447464,0.00039062499999998473,
phase,infinity,10.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.046484375,-0.046484375,906.480712890625,0.7849676269570304,61.25013643631594,0.20653937859082763,0.2594156577538499,0.4495721923266751,528.7408091925394,0.00039062499999998473,
phase,infinity,10.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,41925.8671875,572.9012421411703,37.28804580747792,0.2210206225624084,0.274203586505667,0.35864929434928394,565.8127937597876,0.00039062499999998473,
phase,infinity,10.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2096.15283203125,0.25874481249842807,78.17102585376797,0.008840790599633164,0.016708150152489918,0.055205537161118826,22.632423935061784,0.00039062499999998473,
phase,infinity,10.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.037890625000000004,0.037890625000000004,894.8311767578125,0.9576118258464412,59.41103212492517,0.19720757754803608,0.2461418516996361,0.31819614073605185,504.8513985229921,0.00039062499999998473,
phase,infinity,10.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,0.00078125,0.00078125,45119.2109375,444.7688065997552,40.12454350162635,0.22207850373118032,0.27618723664286693,0.36945177010029584,568.5209695518438,0.00039062499999998473,
phase,infinity,10.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2255.783935546875,0.20599714228367808,80.78872607817287,0.008866994325921237,0.016753804111842484,0.05533935206940964,22.699505474359256,0.00039062499999998473,
phase,infinity,10.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0011718750000000002,-0.0011718750000000002,144.935546875,0.9021762895142382,44.117670090358644,0.20683693536599768,0.2560896011045065,0.32815744811935277,529.5025545369748,0.00039062499999998473,
phase,infinity,10.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,-0.0015625,-0.0015625,55080.42578125,444.7418191439388,41.857786412428354,0.2265290835128701,0.28428186574791536,0.5264194769679829,579.9144537929701,0.00039062499999998473,
phase,infinity,10.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2753.58349609375,0.20744578745431433,82.45987259691738,0.008942144034816246,0.016871508356588752,0.05567947815355241,22.891888729130486,0.00039062499999998473,
phase,infinity,10.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0125,-0.0125,179.828125,0.6898622884233564,48.321904227044435,0.2107373652927373,0.2651944834668969,0.4434165293097113,539.4876551494285,0.00039062499999998473,
phase,infinity,10.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,52433.6171875,516.1445287859754,40.13676981784536,0.22751945750876007,0.2837298645075761,0.46691267863824426,582.4498112224485,0.00039062499999998473,
phase,infinity,10.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2621.494873046875,0.1328275352956132,85.90521797183158,0.009058089572085768,0.017104840616354047,0.05649258014697163,23.18870930454047,0.00039062499999998473,
phase,infinity,10.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.078515625,-0.078515625,33.404296875,2.57086024251647,22.274477332881148,0.112713021109491,0.14246268607420612,0.19360486080865275,288.5453340403082,0.00039062499999998473,
phase,infinity,20.0,1,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,33790.66015625,1009.8491485367196,30.490803457667347,0.20953257614617282,0.25858195032268994,0.324965484475122,536.4033949342233,0.00039062499999998473,
phase,infinity,20.0,1,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,1689.4276123046875,1.418445380009816,61.51853941976262,0.008366936283941365,0.015799791977957583,0.05224704731580328,21.419356886890732,0.00039062499999998473,
phase,infinity,20.0,1,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.5,0.5,85.96448516845703,7.647338312741503,21.016175261834412,0.04521802566988431,0.06783052328145694,0.2356526903455976,115.75814571490835,0.00039062499999998473,
phase,infinity,20.0,2,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,44952.92578125,567.2765355631202,37.97926286323631,0.22560002860842887,0.27905981552984577,0.35782919890213427,577.5360732376005,0.00039062499999998473,
phase,infinity,20.0,2,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2247.48828125,0.3259968094284214,76.76968172677155,0.009047076105192058,0.017094824668536304,0.056503698859337655,23.160514829292573,0.00039062499999998473,
phase,infinity,20.0,2,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.0011718750000000002,-0.0011718750000000002,295.205078125,1.0371702413728612,49.08547553037647,0.20773459629768967,0.2589079535503158,0.3315356238489394,531.8005665221064,0.00039062499999998473,
phase,infinity,20.0,3,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,69447.9375,1125.600040187344,35.80550504870967,0.23488776309557735,0.29487352314336646,0.5476484219793827,601.3126735247015,0.00039062499999998473,
phase,infinity,20.0,3,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,3472.129150390625,0.22886629056168267,83.62028080558879,0.009278215743077514,0.017512994017028348,0.05779035239123234,23.752232302279364,0.00039062499999998473,
phase,infinity,20.0,3,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.05625,-0.05625,1341.18896484375,2.08476608483351,56.168652763211114,0.2138842910511724,0.2692803172527616,0.46555371666173434,547.5437850910228,0.00039062499999998473,
phase,infinity,20.0,4,17,-4.0,4.0,8.0,20.1,DAS,True,-0.00078125,-0.00078125,58373.01171875,328.2336641144493,45.000579603463734,0.22907695630619876,0.28612121439221305,0.5345998240765346,586.4370081438917,0.00039062499999998473,
phase,infinity,20.0,4,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2918.360107421875,0.1557313295516274,85.45525777403384,0.00909971845672199,0.01717650904957229,0.05672550031215316,23.295279249209205,0.00039062499999998473,
phase,infinity,20.0,4,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.01953125,-0.01953125,279.044921875,0.12988621151105642,66.64222147881102,0.2159495375814971,0.270137786258549,0.4482301853434788,552.8308162086541,0.00039062499999998473,
phase,infinity,20.0,5,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,43037.44140625,821.4776587838784,34.38501375486791,0.21328028047980244,0.2648504942433635,0.3477260491350409,545.9975180283155,0.00039062499999998473,
phase,infinity,20.0,5,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,2151.72900390625,0.5675907376289958,71.5750454841764,0.008498837227074911,0.016060418713572562,0.053060930267967696,21.757023301312625,0.00039062499999998473,
phase,infinity,20.0,5,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.035937500000000004,0.035937500000000004,304.583740234375,5.860977662956028,34.31473298413184,0.13757959115962123,0.17504907526597835,0.241856824432493,352.20375336864413,0.00039062499999998473,
phase,infinity,20.0,6,17,-4.0,4.0,8.0,20.1,DAS,True,-0.00078125,-0.00078125,67640.0,303.90529149598757,46.94930673983055,0.23272946054931656,0.29299302514429837,0.5482007785309322,595.7874190062737,0.00039062499999998473,
phase,infinity,20.0,6,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,3381.615966796875,0.3397305966825192,79.95979247043775,0.00913782324845613,0.01722410522068322,0.056832980516587125,23.39282751604861,0.00039062499999998473,
phase,infinity,20.0,6,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.01171875,-0.01171875,241.9609375,0.2525447055451561,59.62813980686938,0.21648266557787,0.2727633142492079,0.46907939173265456,554.1956238793689,0.00039062499999998473,
phase,infinity,20.0,7,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,21380.24609375,1284.6173666346333,24.42477821734162,0.19230570507446848,0.23662398867871523,0.2942409010604127,492.30260499065855,0.00039062499999998473,
phase,infinity,20.0,7,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,1068.9591064453125,2.4241597887682125,52.887996967406245,0.007625924050057962,0.014403354147456393,0.04762988108942132,19.522365568149144,0.00039062499999998473,
phase,infinity,20.0,7,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.012890625000000001,-0.012890625000000001,21.1591796875,3.467740437086672,15.709044878502471,0.1768269230769231,0.2180566050308374,0.27271362155299017,452.67692307694085,0.00039062499999998473,
phase,infinity,20.0,8,17,-4.0,4.0,8.0,20.1,DAS,True,0.0,0.0,61932.671875,414.663265495167,43.484485062350984,0.22722249168884096,0.2859327676948633,0.5342172752457486,581.6895787234556,0.00039062499999998473,
phase,infinity,20.0,8,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,3096.395751953125,0.29602782870999284,80.39047846461322,0.008912004491387602,0.01679846982717762,0.0554109239892944,22.81473149795315,0.00039062499999998473,
phase,infinity,20.0,8,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.005078125,0.005078125,162.62890625,0.8294575585104415,45.84807144280628,0.19147311185176127,0.23932740002861694,0.31173476050671767,490.17116634052803,0.00039062499999998473,
phase,infinity,20.0,9,17,-4.0,4.0,8.0,20.1,DAS,True,-0.0015625,-0.0015625,68187.8046875,755.4148916492874,39.110423332148045,0.23810691321682154,0.30012817925379587,0.550131934526775,609.553697835087,0.00039062499999998473,
phase,infinity,20.0,9,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,3408.75341796875,0.3663838208120932,79.37318598124631,0.009343924016784081,0.01762930389018627,0.05816075646701531,23.920445482968184,0.00039062499999998473,
phase,infinity,20.0,9,17,-4.0,4.0,8.0,20.1,Angular NSI,True,-0.014843750000000001,-0.014843750000000001,229.0625,0.8061194313447585,49.071092129243155,0.22868223266227802,0.28800747569880764,0.47172381125415286,585.4265156154546,0.00039062499999998473,
phase,infinity,20.0,10,17,-4.0,4.0,8.0,20.1,DAS,True,0.003125,0.003125,30309.8203125,494.62635157421397,35.74612223458902,0.21763552073506226,0.2732571388516779,0.5255449828882129,557.1469330817812,0.00039062499999998473,
phase,infinity,20.0,10,17,-4.0,4.0,8.0,20.1,Conventional NSI,True,0.0,0.0,1514.66455078125,0.22420817377845859,76.59330040056776,0.008614263138331725,0.016278896093173144,0.053777450589225576,22.05251363413008,0.00039062499999998473,
phase,infinity,20.0,10,17,-4.0,4.0,8.0,20.1,Angular NSI,True,0.003125,0.003125,20.796875,2.426365559768287,18.660836971834343,0.19772518382352944,0.2447338941821566,0.3148553685897436,506.17647058825514,0.00039062499999998473,
